src_port,dst_port,bytes_sent,bytes_received,is_internal_traffic,label,has_url,protocol_ICMP,protocol_TCP,protocol_UDP,hour,day_of_week,is_weekend,is_night,total_bytes,bytes_ratio,port_diff,src_port_is_well_known,dst_port_is_well_known,src_port_is_ephemeral,dst_port_is_ephemeral,dst_port_common,src_port_common
2298,80,107243,272923,1,0,0,0,1,0,0,5,1,1,380166,0.3929408919699257,2218,0,1,0,0,1,0
52288,445,172993,388732,0,0,1,0,1,0,0,5,1,1,561725,0.44501753131326643,51843,0,1,1,0,1,0
46009,443,61343,86257,0,0,1,0,0,1,0,5,1,1,147600,0.7111572259964293,45566,0,1,0,0,1,0
6446,1433,6007,21660,0,0,0,0,1,0,0,5,1,1,27667,0.27731868334795257,5013,0,0,0,0,1,0
10971,445,2976,4981,0,0,0,0,0,1,1,5,1,1,7957,0.5973504616619831,10526,0,1,0,0,1,0
443,35830,2220,7136,0,0,1,0,1,0,1,5,1,1,9356,0.3110550651534258,35387,1,0,0,0,0,1
445,443,128625,364217,0,0,1,0,1,0,1,5,1,1,492842,0.3531538803683508,2,1,1,0,0,1,1
21,12946,17753,73400,0,0,0,0,1,0,1,5,1,1,91153,0.24186318987479735,12925,1,0,0,0,0,1
34839,3389,8444,18994,1,0,1,0,1,0,1,5,1,1,27438,0.4445380363253488,31450,0,0,0,0,1,0
30137,253,11326,43135,0,1,0,0,1,0,1,5,1,1,54461,0.26256491097922846,29884,0,1,0,0,0,0
8080,1433,124118,390418,0,0,1,0,1,0,2,5,1,1,514536,0.31790973287672986,6647,0,0,0,0,1,1
23837,445,76571,167016,0,0,0,0,1,0,2,5,1,1,243587,0.4584623122197142,23392,0,1,0,0,1,0
21,21,44427,65524,0,0,1,0,1,0,2,5,1,1,109951,0.678016024418161,0,1,1,0,0,1,1
22576,21,61121,230351,1,0,0,0,1,0,2,5,1,1,291472,0.26533739667986384,22555,0,1,0,0,1,0
28396,443,29386,105356,0,0,0,0,1,0,2,5,1,1,134742,0.27891834429606005,27953,0,1,0,0,1,0
8117,443,35716,56236,1,0,1,0,1,0,2,5,1,1,91952,0.6350978892899692,7674,0,1,0,0,1,0
11032,22,31371,40912,0,0,1,0,1,0,2,5,1,1,72283,0.7667733972087112,11010,0,1,0,0,1,0
42151,445,22024,13262,0,0,1,0,1,0,2,5,1,1,35286,1.6605594511045767,41706,0,1,0,0,1,0
54008,25,73526,182232,1,0,1,0,0,1,2,5,1,1,255758,0.40347247754248683,53983,0,1,1,0,1,0
60264,80,39263,154079,0,0,1,0,1,0,3,5,1,1,193342,0.25482217030114224,60184,0,1,1,0,1,0
12215,443,5382,15255,1,0,0,0,1,0,3,5,1,1,20637,0.3527792343995805,11772,0,1,0,0,1,0
7530,80,51338,166606,0,0,0,0,0,1,3,5,1,1,217944,0.3081383135162388,7450,0,1,0,0,1,0
12310,443,32715,86821,0,0,1,0,0,1,3,5,1,1,119536,0.37680541798161754,11867,0,1,0,0,1,0
62935,53,58586,70949,1,0,1,0,0,1,3,5,1,1,129535,0.8257364341085272,62882,0,1,1,0,1,0
22,80,18643,56169,0,0,1,0,1,0,4,5,1,1,74812,0.3319031511482998,58,1,1,0,0,1,1
445,53,80723,165968,1,0,1,0,1,0,4,5,1,1,246691,0.48637396140243055,392,1,1,0,0,1,1
55136,22,19965,20949,0,0,1,0,1,0,4,5,1,1,40914,0.9529832935560859,55114,0,1,1,0,1,0
48830,53,70137,53704,0,1,1,0,1,0,5,5,1,1,123841,1.3059677869844522,48777,0,1,0,0,1,0
20444,80,10610,8970,0,0,1,0,0,1,5,5,1,1,19580,1.1826998105005015,20364,0,1,0,0,1,0
33476,53,11853,12349,1,0,1,0,1,0,5,5,1,1,24202,0.9597570850202429,33423,0,1,0,0,1,0
27832,80,57715,154209,0,0,0,0,1,0,5,5,1,1,211924,0.3742623694961416,27752,0,1,0,0,1,0
10430,53,12954,26026,0,0,1,0,1,0,5,5,1,1,38980,0.4977139124755062,10377,0,1,0,0,1,0
11450,1433,751068,1578591,0,0,1,0,1,0,5,5,1,1,2329659,0.47578348300257445,10017,0,0,0,0,1,0
14084,21,54519,120341,0,0,0,0,1,0,6,5,1,0,174860,0.4530338535174752,14063,0,1,0,0,1,0
57841,21,22922,71556,0,0,0,0,1,0,6,5,1,0,94478,0.3203320429867099,57820,0,1,1,0,1,0
58918,80,81784,122003,0,0,1,0,0,1,6,5,1,0,203787,0.6703386774204124,58838,0,1,1,0,1,0
46682,3306,10207,11769,0,0,0,0,0,1,6,5,1,0,21976,0.8672047578589634,43376,0,0,0,0,1,0
61236,1433,96454,284134,0,0,1,0,1,0,6,5,1,0,380588,0.33946539497070055,59803,0,0,1,0,1,0
44258,1433,92260,136163,0,0,1,0,1,0,6,5,1,0,228423,0.6775652889163069,42825,0,0,0,0,1,0
13455,21,163677,424167,0,0,1,0,1,0,6,5,1,0,587844,0.385877765413704,13434,0,1,0,0,1,0
37320,3389,10880,19149,1,0,1,0,1,0,6,5,1,0,30029,0.5681462140992167,33931,0,0,0,0,1,0
54069,25,3113,3427,0,0,1,0,0,1,6,5,1,0,6540,0.9081096849474912,54044,0,1,1,0,1,0
443,53,8297,30163,0,0,1,0,1,0,7,5,1,0,38460,0.2750629889935022,390,1,1,0,0,1,1
19779,48047,14036,26340,0,0,1,0,1,0,7,5,1,0,40376,0.5328575224934513,28268,0,0,0,0,0,0
47607,443,317279,270397,0,0,1,0,1,0,7,5,1,0,587676,1.1733777616698349,47164,0,1,0,0,1,0
54480,53,738236,485853,0,0,1,0,1,0,7,5,1,0,1224089,1.5194605786923643,54427,0,1,1,0,1,0
59470,3306,38233,84005,1,0,1,0,1,0,8,5,1,0,122238,0.45512225317239247,56164,0,0,1,0,1,0
52632,53,22359,11132,0,0,1,0,1,0,8,5,1,0,33491,2.008353543519267,52579,0,1,1,0,1,0
61901,445,12583,49104,0,0,1,0,1,0,8,5,1,0,61687,0.25624681804296917,61456,0,1,1,0,1,0
51973,21,82413,69014,0,0,1,0,1,0,8,5,1,0,151427,1.1941317104977178,51952,0,1,1,0,1,0
25808,25,730679,476981,0,0,1,0,1,0,8,5,1,0,1207660,1.5318796097127354,25783,0,1,0,0,1,0
49916,3306,383602,902875,0,0,0,0,0,1,9,5,1,0,1286477,0.42486675911199323,46610,0,0,1,0,1,0
55087,17470,136047,252530,0,0,0,0,1,0,9,5,1,0,388577,0.5387338584173824,37617,0,0,1,0,0,0
25,25,132890,62868,0,0,1,0,1,0,9,5,1,0,195758,2.1137603588414002,0,1,1,0,0,1,1
44274,80,83424,8096,0,0,1,0,1,0,9,5,1,0,91520,10.303075213041867,44194,0,1,0,0,1,0
47122,445,20421,24297,1,0,1,0,1,0,10,5,1,0,44718,0.8404395423491645,46677,0,1,0,0,1,0
14592,3389,6778,2024,0,0,1,0,1,0,10,5,1,0,8802,3.3471604938271606,11203,0,0,0,0,1,0
58662,25,21305,39922,0,1,1,1,0,0,10,5,1,0,61227,0.5336522806402324,58637,0,1,1,0,1,0
27863,25,43292,86922,1,0,0,0,1,0,10,5,1,0,130214,0.49804999827433477,27838,0,1,0,0,1,0
80,80,2152,3583,0,1,1,0,1,0,11,5,1,0,5735,0.6004464285714286,0,1,1,0,0,1,1
55893,22,17245,14744,0,0,1,0,1,0,11,5,1,0,31989,1.169548999660902,55871,0,1,1,0,1,0
2190,3389,5875,11692,0,0,0,0,1,0,11,5,1,0,17567,0.5024373556828872,1199,0,0,0,0,1,0
445,25,111540,328427,0,0,1,0,1,0,11,5,1,0,439967,0.339617815776974,420,1,1,0,0,1,1
4823,25,9140,24319,0,0,1,0,0,1,12,5,1,0,33459,0.37582236842105265,4798,0,1,0,0,1,0
44819,53,37240,71097,0,0,1,0,1,0,12,5,1,0,108337,0.5237840726884019,44766,0,1,0,0,1,0
27089,45582,7186,14724,0,0,1,0,1,0,12,5,1,0,21910,0.48801358234295417,18493,0,0,0,0,0,0
46634,22,283883,365494,0,0,1,0,1,0,12,5,1,0,649377,0.7767082997031424,46612,0,1,0,0,1,0
59598,22,1449,1338,1,0,0,0,1,0,12,5,1,0,2787,1.082150858849888,59576,0,1,1,0,1,0
65098,80,47162,66468,0,0,1,0,1,0,12,5,1,0,113630,0.7095337676209963,65018,0,1,1,0,1,0
19133,80,2853,9542,0,0,0,0,1,0,12,5,1,0,12395,0.29896259038038353,19053,0,1,0,0,1,0
44964,21,9750,18162,0,0,0,0,1,0,13,5,1,0,27912,0.5368055937895722,44943,0,1,0,0,1,0
51047,53,30635,22657,0,0,1,0,1,0,14,5,1,0,53292,1.35206108217848,50994,0,1,1,0,1,0
13180,27301,33142,91814,0,0,0,0,1,0,14,5,1,0,124956,0.36096498393508686,14121,0,0,0,0,0,0
3389,22,31787,102331,0,0,1,0,0,1,15,5,1,0,134118,0.3106261970840011,3367,0,1,0,0,1,1
22,21,28079,9067,0,0,1,0,1,0,15,5,1,0,37146,3.096493162770181,1,1,1,0,0,1,1
8026,445,7887,28974,0,0,1,0,1,0,15,5,1,0,36861,0.2722001725625539,7581,0,1,0,0,1,0
2021,80,16941,2269,0,0,1,0,1,0,15,5,1,0,19210,7.462995594713656,1941,0,1,0,0,1,0
58338,25,23170,8356,0,0,0,0,1,0,16,5,1,0,31526,2.772526026085916,58313,0,1,1,0,1,0
48228,60556,30108,93645,0,0,1,0,1,0,16,5,1,0,123753,0.32150866027379704,12328,0,0,0,1,0,0
3748,445,19829,46126,0,0,0,0,1,0,16,5,1,0,65955,0.42987837925726796,3303,0,1,0,0,1,0
64344,3389,70780,142045,1,0,1,0,0,1,16,5,1,0,212825,0.49828928656913957,60955,0,0,1,0,1,0
17169,22,25576,78638,0,0,1,0,1,0,16,5,1,0,104214,0.3252330268696194,17147,0,1,0,0,1,0
63377,3389,30397,51303,0,0,1,0,1,0,17,5,1,0,81700,0.5924879151723063,59988,0,0,1,0,1,0
52848,3389,11941,5159,0,0,1,0,1,0,17,5,1,0,17100,2.3141472868217052,49459,0,0,1,0,1,0
2786,443,4089,4823,0,0,1,0,1,0,17,5,1,0,8912,0.847636815920398,2343,0,1,0,0,1,0
12483,80,28182,4141,0,0,1,0,1,0,18,5,1,0,32323,6.803959439884114,12403,0,1,0,0,1,0
35028,1433,152042,576252,0,0,1,0,1,0,18,5,1,0,728294,0.26384591490196146,33595,0,0,0,0,1,0
30911,445,44809,135038,0,0,1,0,1,0,18,5,1,0,179847,0.33182265863935606,30466,0,1,0,0,1,0
20925,1433,5955,19297,0,0,1,0,1,0,18,5,1,0,25252,0.30858120012436524,19492,0,0,0,0,1,0
15021,25,81111,335935,0,0,1,0,1,0,19,5,1,0,417046,0.24144777576681273,14996,0,1,0,0,1,0
49051,3389,12884,34701,0,0,1,0,1,0,19,5,1,0,47585,0.37127543081090425,45662,0,0,0,0,1,0
80,3306,69109,213187,1,0,1,0,1,0,20,5,1,0,282296,0.32416927782051524,3226,1,0,0,0,1,1
35828,1433,12208,7587,1,0,1,0,1,0,20,5,1,0,19795,1.6088560885608856,34395,0,0,0,0,1,0
21360,445,38765,131036,0,0,1,0,1,0,20,5,1,0,169801,0.2958324747971947,20915,0,1,0,0,1,0
52057,25,9608,19392,0,0,0,0,1,0,20,5,1,0,29000,0.4954364977053576,52032,0,1,1,0,1,0
64285,443,10007,11823,0,0,1,0,1,0,20,5,1,0,21830,0.8463294993234101,63842,0,1,1,0,1,0
15305,80,1797,2475,1,0,1,0,1,0,21,5,1,0,4272,0.725767366720517,15225,0,1,0,0,1,0
37209,3306,49977,109428,0,0,1,0,1,0,21,5,1,0,159405,0.45670708861453546,33903,0,0,0,0,1,0
1433,445,39825,17281,0,0,1,0,1,0,21,5,1,0,57106,2.304420784631408,988,0,1,0,0,1,1
57807,445,43578,28001,1,0,1,0,0,1,21,5,1,0,71579,1.5562459824298265,57362,0,1,1,0,1,0
61185,80,34218,12493,1,0,1,0,1,0,22,5,1,1,46711,2.7387546022090605,61105,0,1,1,0,1,0
60851,80,6505,1176,0,0,0,0,1,0,22,5,1,1,7681,5.526762956669499,60771,0,1,1,0,1,0
33040,21,103304,413368,0,0,1,0,1,0,22,5,1,1,516672,0.24990746766206465,33019,0,1,0,0,1,0
22,3306,107844,321356,0,0,1,0,1,0,23,5,1,1,429200,0.33558939123778225,3284,1,0,0,0,1,1
35161,3389,6240,1264,0,0,0,0,1,0,23,5,1,1,7504,4.932806324110672,31772,0,0,0,0,1,0
45438,21,51606,52297,0,0,0,0,1,0,0,6,1,1,103903,0.9867681364488126,45417,0,1,0,0,1,0
15069,443,89320,13082,1,0,0,0,1,0,0,6,1,1,102402,6.827180310326378,14626,0,1,0,0,1,0
38198,53,10382,14790,0,0,0,0,0,1,0,6,1,1,25172,0.7019133256710162,38145,0,1,0,0,1,0
45833,443,13716,15367,0,0,1,0,1,0,0,6,1,1,29083,0.8925039042165539,45390,0,1,0,0,1,0
11620,22,51770,97087,0,0,1,0,1,0,0,6,1,1,148857,0.533227587343441,11598,0,1,0,0,1,0
443,22,1965,7029,0,0,1,0,1,0,0,6,1,1,8994,0.2795163584637269,421,1,1,0,0,1,1
23678,53,3859,5674,0,0,1,0,0,1,1,6,1,1,9533,0.68,23625,0,1,0,0,1,0
47244,443,4520,17250,0,0,1,0,0,1,1,6,1,1,21770,0.26201379630166366,46801,0,1,0,0,1,0
54575,53,1243,4437,0,0,1,0,1,0,2,6,1,1,5680,0.2800811176205498,54522,0,1,1,0,1,0
24646,21,124979,119643,0,0,1,0,1,0,2,6,1,1,244622,1.0445906188358798,24625,0,1,0,0,1,0
7044,3306,915,2518,0,0,1,0,1,0,2,6,1,1,3433,0.3632393807066296,3738,0,0,0,0,1,0
21,443,38138,5152,1,0,1,0,1,0,2,6,1,1,43290,7.401125557927421,422,1,1,0,0,1,1
43035,25,80716,106830,1,0,1,0,1,0,2,6,1,1,187546,0.755548483118196,43010,0,1,0,0,1,0
2947,3389,13769,56559,0,0,1,0,1,0,2,6,1,1,70328,0.24344059405940593,442,0,0,0,0,1,0
51225,443,7559,8731,0,0,0,0,0,1,3,6,1,1,16290,0.8656665139715988,50782,0,1,1,0,1,0
59065,445,31969,17435,1,0,0,0,1,0,3,6,1,1,49404,1.833505391144758,58620,0,1,1,0,1,0
2164,53,22091,11722,0,0,1,0,0,1,4,6,1,1,33813,1.884415252068583,2111,0,1,0,0,1,0
27366,443,109711,381510,1,0,1,0,1,0,4,6,1,1,491221,0.2875696899958324,26923,0,1,0,0,1,0
23056,21,328,552,0,0,1,0,1,0,5,6,1,1,880,0.593128390596745,23035,0,1,0,0,1,0
21,1433,5064,14095,0,0,0,0,1,0,5,6,1,1,19159,0.35925085130533485,1412,1,0,0,0,1,1
22,21,54096,150685,0,0,1,0,1,0,5,6,1,1,204781,0.3589981816492574,1,1,1,0,0,1,1
51382,22,23878,5278,0,0,1,0,1,0,5,6,1,1,29156,4.523205152491002,51360,0,1,1,0,1,0
20219,445,73368,211411,0,0,1,0,1,0,6,6,1,0,284779,0.3470380110873555,19774,0,1,0,0,1,0
1775,80,33497,134145,1,0,1,0,1,0,6,6,1,0,167642,0.24970554470502287,1695,0,1,0,0,1,0
44122,445,17754,44813,0,0,1,0,1,0,6,6,1,0,62567,0.3961708394698085,43677,0,1,0,0,1,0
25,80,13579,20126,0,0,1,0,1,0,6,6,1,0,33705,0.6746658717146122,55,1,1,0,0,1,1
80,22,908988,3217628,0,0,1,0,1,0,7,6,1,0,4126616,0.28250242647614127,58,1,1,0,0,1,1
12514,3306,256764,1034716,0,0,0,0,1,0,7,6,1,0,1291480,0.24814901079232293,9208,0,0,0,0,1,0
61708,53,48669,109486,1,0,1,0,1,0,7,6,1,0,158155,0.444518527313745,61655,0,1,1,0,1,0
38991,3389,24972,9336,0,0,1,0,1,0,7,6,1,0,34308,2.6745207240012854,35602,0,0,0,0,1,0
3306,3389,52104,4211,0,0,1,0,1,0,7,6,1,0,56315,12.37037037037037,83,0,0,0,0,1,1
39210,80,82696,152328,0,0,0,0,0,1,8,6,1,0,235024,0.5428775873274294,39130,0,1,0,0,1,0
17030,1433,43050,34421,0,0,1,0,0,1,8,6,1,0,77471,1.2506536517343558,15597,0,0,0,0,1,0
43162,3389,6619,14036,0,0,0,0,1,0,8,6,1,0,20655,0.4715395027427513,39773,0,0,0,0,1,0
37327,3306,382780,363911,0,0,1,0,0,1,8,6,1,0,746691,1.0518476994438215,34021,0,0,0,0,1,0
30500,62507,32660,61328,1,0,1,0,0,1,8,6,1,0,93988,0.5325376249408925,32007,0,0,0,1,0,0
35792,445,552543,2106842,0,0,1,0,0,1,8,6,1,0,2659385,0.2622611177007494,35347,0,1,0,0,1,0
56954,25,29715,33553,0,0,1,0,1,0,8,6,1,0,63268,0.8855874113369494,56929,0,1,1,0,1,0
21732,25,14867,15044,0,0,1,0,1,0,9,6,1,0,29911,0.988168826852775,21707,0,1,0,0,1,0
1433,22,201717,93080,0,0,0,0,1,0,9,6,1,0,294797,2.1671125149063717,1411,0,1,0,0,1,1
31337,53,35664,44476,0,0,0,0,1,0,9,6,1,0,80140,0.8018526429390471,31284,0,1,0,0,1,0
21396,1433,27268,11671,1,0,1,0,1,0,9,6,1,0,38939,2.3361891706648388,19963,0,0,0,0,1,0
22825,80,3227,9031,0,0,1,0,1,0,10,6,1,0,12258,0.35728520814880427,22745,0,1,0,0,1,0
8614,53,63344,47353,0,0,0,0,1,0,10,6,1,0,110697,1.337669468260337,8561,0,1,0,0,1,0
80,80,10003,11137,0,1,0,0,1,0,10,6,1,0,21140,0.8980966062129646,0,1,1,0,0,1,1
10650,53,10759,28186,0,0,1,0,1,0,11,6,1,0,38945,0.38170078404938446,10597,0,1,0,0,1,0
53,22,10047,17557,0,0,1,0,1,0,11,6,1,0,27604,0.5722177924592778,31,1,1,0,0,1,1
443,443,44464,19565,0,1,1,0,0,1,11,6,1,0,64029,2.2725135439026882,0,1,1,0,0,1,1
60153,80,1888,3877,1,0,0,0,1,0,12,6,1,0,5765,0.48684889118102115,60073,0,1,1,0,1,0
43368,1433,15719,35508,0,0,1,0,1,0,12,6,1,0,51227,0.4426765045481427,41935,0,0,0,0,1,0
51579,1433,105709,177380,0,0,1,0,1,0,12,6,1,0,283089,0.5959431957199475,50146,0,0,1,0,1,0
42057,53,3001,879,0,0,1,0,1,0,12,6,1,0,3880,3.4102272727272727,42004,0,1,0,0,1,0
18317,1433,29045,34225,1,0,1,0,1,0,12,6,1,0,63270,0.8486238532110092,16884,0,0,0,0,1,0
39385,443,8020,24199,0,0,0,0,0,1,12,6,1,0,32219,0.33140495867768593,38942,0,1,0,0,1,0
9607,1433,11545,3270,0,0,1,0,1,0,13,6,1,0,14815,3.5295016814429836,8174,0,0,0,0,1,0
58561,22,311216,203927,0,0,1,0,1,0,13,6,1,0,515143,1.5261072535404652,58539,0,1,1,0,1,0
18267,445,1570,5051,1,0,1,0,1,0,13,6,1,0,6621,0.3107680126682502,17822,0,1,0,0,1,0
7417,25,74982,124317,0,0,0,0,1,0,13,6,1,0,199299,0.6031467687704114,7392,0,1,0,0,1,0
445,1433,10252,40141,0,0,0,0,1,0,13,6,1,0,50393,0.2553933535947387,988,1,0,0,0,1,1
18724,25,9468,17059,0,0,0,0,1,0,13,6,1,0,26527,0.5549824150058617,18699,0,1,0,0,1,0
3389,445,3720,13256,0,0,1,0,1,0,13,6,1,0,16976,0.28060647205250056,2944,0,1,0,0,1,1
65183,25,73588,215250,0,0,1,0,1,0,13,6,1,0,288838,0.3418706533302981,65158,0,1,1,0,1,0
59069,60759,16215,65012,0,0,1,0,1,0,15,6,1,0,81227,0.2494116561303124,1690,0,0,1,1,0,0
80,53,13249,23221,0,0,1,0,1,0,15,6,1,0,36470,0.5705365601584704,27,1,1,0,0,1,1
5297,3389,26258,106359,0,0,1,0,0,1,15,6,1,0,132617,0.2468785257615645,1908,0,0,0,0,1,0
24777,25,16773,8712,0,0,0,0,1,0,15,6,1,0,25485,1.925054516240101,24752,0,1,0,0,1,0
32288,22,896,1306,0,0,1,0,0,1,15,6,1,0,2202,0.685539403213466,32266,0,1,0,0,1,0
35811,445,10043,39912,0,1,1,0,1,0,16,6,1,0,49955,0.251622278455641,35366,0,1,0,0,1,0
12600,53,92291,146390,1,0,1,0,1,0,16,6,1,0,238681,0.6304417621301855,12547,0,1,0,0,1,0
44684,21,1977,4070,1,0,0,0,1,0,16,6,1,0,6047,0.48563006632277084,44663,0,1,0,0,1,0
15849,1433,3851,7452,1,0,1,0,1,0,16,6,1,0,11303,0.5167046826781162,14416,0,0,0,0,1,0
24128,445,11127,27114,0,0,1,0,1,0,16,6,1,0,38241,0.4103632675640789,23683,0,1,0,0,1,0
27727,22,6898,19070,0,0,1,0,1,0,16,6,1,0,25968,0.36170101200776045,27705,0,1,0,0,1,0
50552,53,21065,18870,1,0,1,0,1,0,16,6,1,0,39935,1.116263049122993,50499,0,1,1,0,1,0
55839,21,3831,6984,0,0,1,0,1,0,16,6,1,0,10815,0.5484609878310666,55818,0,1,1,0,1,0
46704,445,11842,7524,0,1,1,0,1,0,16,6,1,0,19366,1.573687707641196,46259,0,1,0,0,1,0
33874,53,20398,7363,0,1,0,0,0,1,17,6,1,0,27761,2.7699619771863118,33821,0,1,0,0,1,0
54836,25,62212,72830,0,0,1,0,1,0,17,6,1,0,135042,0.8541967019538383,54811,0,1,1,0,1,0
62097,1433,161403,642863,0,0,0,0,1,0,17,6,1,0,804266,0.25106865526767713,60664,0,0,1,0,1,0
29473,445,14494,28729,1,0,1,0,1,0,17,6,1,0,43223,0.504490080055691,29028,0,1,0,0,1,0
31921,21,451755,605689,0,0,1,0,1,0,17,6,1,0,1057444,0.7458518383991811,31900,0,1,0,0,1,0
42436,22,16411,53028,0,0,0,0,1,0,17,6,1,0,69439,0.30947217560202905,42414,0,1,0,0,1,0
7379,443,82967,93313,0,0,1,0,1,0,17,6,1,0,176280,0.8891163169513685,6936,0,1,0,0,1,0
64796,25,484277,1159815,0,0,1,0,1,0,17,6,1,0,1644092,0.4175464039123447,64771,0,1,1,0,1,0
12941,22,27526,113608,0,0,0,0,1,0,17,6,1,0,141134,0.24228714274397276,12919,0,1,0,0,1,0
13246,80,2446,2934,1,0,1,0,1,0,18,6,1,0,5380,0.8333901192504259,13166,0,1,0,0,1,0
5619,22,25474,33834,0,0,1,0,0,1,18,6,1,0,59308,0.7528890202453081,5597,0,1,0,0,1,0
22931,22,8278,12291,0,0,1,0,1,0,18,6,1,0,20569,0.6734461438333875,22909,0,1,0,0,1,0
43156,3389,14198,22918,0,0,0,0,1,0,18,6,1,0,37116,0.6194860159692831,39767,0,0,0,0,1,0
8402,21,527531,971526,1,0,1,0,1,0,18,6,1,0,1499057,0.542991599821724,8381,0,1,0,0,1,0
37370,443,3113,6148,0,0,1,0,0,1,18,6,1,0,9261,0.5062611806797853,36927,0,1,0,0,1,0
21,445,35623,34508,0,0,0,0,1,0,18,6,1,0,70131,1.0322814338288562,424,1,1,0,0,1,1
47454,445,5408,509,0,0,1,0,1,0,19,6,1,0,5917,10.60392156862745,47009,0,1,0,0,1,0
62194,1433,13463,37583,0,0,0,0,1,0,20,6,1,0,51046,0.35821094082588334,60761,0,0,1,0,1,0
52331,3389,72529,256684,0,0,0,0,0,1,20,6,1,0,329213,0.28256033659933383,48942,0,0,1,0,1,0
25,25675,36646,49900,0,0,1,0,1,0,21,6,1,0,86546,0.7343740606400674,25650,1,0,0,0,0,1
445,445,15366,54969,0,0,1,1,0,0,21,6,1,0,70335,0.27953429143169,0,1,1,0,0,1,1
51335,22,7787,4964,0,0,1,0,1,0,21,6,1,0,12751,1.568378650553877,51313,0,1,1,0,1,0
1550,21,36524,97229,0,0,1,0,1,0,21,6,1,0,133753,0.37564537694127326,1529,0,1,0,0,1,0
4355,25,338506,438985,0,0,1,0,1,0,21,6,1,0,777491,0.7711088736315054,4330,0,1,0,0,1,0
62560,53,5207,16318,0,0,1,0,1,0,22,6,1,1,21525,0.31907592376983884,62507,0,1,1,0,1,0
55562,3389,469142,1030340,0,0,1,0,0,1,22,6,1,1,1499482,0.45532692574594236,52173,0,0,1,0,1,0
19279,3306,150120,455117,0,0,1,0,0,1,22,6,1,1,605237,0.3298485228006803,15973,0,0,0,0,1,0
33832,1433,197001,295384,0,0,1,0,1,0,22,6,1,1,492385,0.6669296003520829,32399,0,0,0,0,1,0
3306,80,36079,38275,0,0,1,0,0,1,22,6,1,1,74354,0.9426011077437558,3226,0,1,0,0,1,1
56414,445,143459,326339,1,0,1,0,0,1,22,6,1,1,469798,0.43959980388551817,55969,0,1,1,0,1,0
59665,80,4384,15076,0,1,1,0,1,0,22,6,1,1,19460,0.2907740266631293,59585,0,1,1,0,1,0
57548,21,7563,2989,0,0,1,0,1,0,23,6,1,1,10552,2.5294314381270904,57527,0,1,1,0,1,0
42818,22,75004,177007,0,0,1,0,1,0,23,6,1,1,252011,0.42373226068878245,42796,0,1,0,0,1,0
80,25,35360,70789,0,1,1,0,1,0,23,6,1,1,106149,0.49950557988416444,55,1,1,0,0,1,1
3389,25,17371,26142,0,0,1,0,1,0,23,6,1,1,43513,0.6644608499407108,3364,0,1,0,0,1,1
10436,21,401,1091,0,0,1,0,1,0,0,0,0,1,1492,0.36721611721611724,10415,0,1,0,0,1,0
62749,53,10973,21747,0,0,1,0,1,0,0,0,0,1,32720,0.5045521427257679,62696,0,1,1,0,1,0
59403,25,3366,5702,0,0,1,0,0,1,1,0,0,1,9068,0.590215675960021,59378,0,1,1,0,1,0
36476,53,48516,99437,0,0,1,0,0,1,1,0,0,1,147953,0.48790200929222227,36423,0,1,0,0,1,0
13299,25,16222,67810,0,0,1,0,1,0,1,0,0,1,84032,0.23922372476441875,13274,0,1,0,0,1,0
3306,21,8060,20291,0,0,0,0,1,0,1,0,0,1,28351,0.39720086733688154,3285,0,1,0,0,1,1
26002,1433,1511566,3975262,0,0,1,0,1,0,1,0,0,1,5486828,0.3802430178833451,24569,0,0,0,0,1,0
53213,445,115969,267436,0,0,1,0,1,0,1,0,0,1,383405,0.43363109816517537,52768,0,1,1,0,1,0
44923,445,119299,344498,0,0,1,0,1,0,1,0,0,1,463797,0.3462970864937199,44478,0,1,0,0,1,0
5709,3306,746793,1090147,0,0,1,0,1,0,2,0,0,1,1836940,0.6850381783023957,2403,0,0,0,0,1,0
22,445,79499,302269,0,0,1,0,1,0,2,0,0,1,381768,0.2630065835180468,423,1,1,0,0,1,1
64295,443,6415,15119,0,0,0,0,1,0,2,0,0,1,21534,0.42427248677248675,63852,0,1,1,0,1,0
21,21,5320,1759,0,0,1,0,1,0,2,0,0,1,7079,3.022727272727273,0,1,1,0,0,1,1
48424,80,103140,94846,0,0,1,0,1,0,2,0,0,1,197986,1.0874355541029237,48344,0,1,0,0,1,0
13800,3389,816,1964,0,0,1,0,0,1,3,0,0,1,2780,0.4152671755725191,10411,0,0,0,0,1,0
53028,80,19449,55531,1,0,0,0,0,1,3,0,0,1,74980,0.350230497731038,52948,0,1,1,0,1,0
4407,53,682,1550,1,0,0,0,1,0,3,0,0,1,2232,0.4397163120567376,4354,0,1,0,0,1,0
43440,443,25800,106886,0,0,1,0,1,0,3,0,0,1,132686,0.24137640685958067,42997,0,1,0,0,1,0
27369,443,86380,153961,0,0,1,0,1,0,3,0,0,1,240341,0.5610475312089996,26926,0,1,0,0,1,0
3306,445,34443,63160,0,0,0,0,1,0,4,0,0,1,97603,0.545320688399487,2861,0,1,0,0,1,1
41230,445,98812,29489,0,0,1,0,1,0,4,0,0,1,128301,3.3506951508986096,40785,0,1,0,0,1,0
54645,25,510794,357518,0,0,1,0,1,0,4,0,0,1,868312,1.4287184737034955,54620,0,1,1,0,1,0
45427,3389,17506,38023,0,0,1,0,0,1,5,0,0,1,55529,0.4603934357248054,42038,0,0,0,0,1,0
